City,District,Ward,area_value,price_value_trieu,price_per_m2_final
Đà Nẵng,Hải Châu,Hòa Cường Bắc,100.0,12.0,120000.0
Đà Nẵng,Thanh Khê,Vĩnh Trung,90.0,15.0,166666.66666666666
Đà Nẵng,Hải Châu,Hòa Thuận Đông,90.0,250.00000000000003,2777777.777777778
Đà Nẵng,Hải Châu,Hòa Thuận Đông,90.0,25.0,277777.7777777777
Đà Nẵng,Hải Châu,Phước Ninh,85.0,20.0,235294.11764705885
Đà Nẵng,Hải Châu,Nam Dương,90.0,15.0,166666.66666666666
Đà Nẵng,Thanh Khê,Thạc Gián,80.0,24.0,300000.0
Hồ Chí Minh,Quận 7,Tân Thuận Tây,90.0,20.0,222222.22222222225
Hồ Chí Minh,Bình Thạnh,Phường 26,74.0,35.0,472972.97297297296
Hồ Chí Minh,Thủ Đức,An Khánh,250.0,50.0,200000.0
Hà Nội,Bắc Từ Liêm,Thụy Phương,25.0,3.0,120000.0
Hà Nội,Ba Đình,Liễu Giai,150.0,230.0,1533333.3333333333
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,300.0,500.0,1666666.6666666667
Hà Nội,Cầu Giấy,Yên Hòa,80.0,32.0,400000.0
Hà Nội,Cầu Giấy,Dịch Vọng,180.0,250.00000000000003,1388888.888888889
Hà Nội,Thanh Xuân,Thượng Đình,110.0,90.0,818181.8181818182
Hà Nội,Đống Đa,Láng Hạ,170.0,160.0,941176.4705882352
Hà Nội,Nam Từ Liêm,Mễ Trì,150.0,60.0,400000.0
Hà Nội,Cầu Giấy,Quan Hoa,120.0,90.0,750000.0
Hà Nội,Cầu Giấy,Dịch Vọng,350.0,650.0,1857142.857142857
Hà Nội,Tây Hồ,Xuân La,140.0,110.0,785714.2857142857
Hà Nội,Cầu Giấy,Nghĩa Đô,160.0,110.0,687500.0
Hà Nội,Thanh Xuân,Nhân Chính,85.0,110.0,1294117.6470588236
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,110.0,75.0,681818.1818181818
Hà Nội,Cầu Giấy,Yên Hòa,95.0,120.0,1263157.894736842
Hà Nội,Nam Từ Liêm,Cầu Diễn,180.0,180.0,1000000.0
Hà Nội,Tây Hồ,Xuân La,125.0,130.0,1040000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,100.0,76.0,760000.0
Hà Nội,Cầu Giấy,Dịch Vọng,270.0,200.0,740740.7407407408
Hà Nội,Cầu Giấy,Dịch Vọng,100.0,82.0,820000.0
Hà Nội,Đống Đa,Nam Đồng,160.0,260.0,1625000.0
Hà Nội,Thanh Xuân,Nhân Chính,120.0,120.0,1000000.0
Hà Nội,Thanh Xuân,Thanh Xuân Nam,280.0,230.0,821428.5714285715
Hà Nội,Cầu Giấy,Quan Hoa,200.0,260.0,1300000.0
Hà Nội,Cầu Giấy,Yên Hòa,170.0,200.00000000000003,1176470.5882352942
Hà Nội,Cầu Giấy,Nghĩa Đô,415.0,850.0,2048192.7710843373
Hà Nội,Hà Đông,Vạn Phúc,260.0,140.0,538461.5384615385
Hà Nội,Cầu Giấy,Trung Hòa,126.0,90.0,714285.7142857143
Hà Nội,Cầu Giấy,Trung Hòa,150.0,70.0,466666.6666666667
Hà Nội,Cầu Giấy,Dịch Vọng,300.0,200.0,666666.6666666666
Hà Nội,Cầu Giấy,Yên Hòa,270.0,380.0,1407407.4074074074
Hà Nội,Cầu Giấy,Trung Hòa,90.0,75.0,833333.3333333334
Hà Nội,Thanh Xuân,Thượng Đình,120.0,105.0,875000.0
Hà Nội,Cầu Giấy,Yên Hòa,130.0,150.0,1153846.1538461538
Hà Nội,Cầu Giấy,Trung Hòa,120.0,105.0,875000.0
Hà Nội,Thanh Xuân,Nhân Chính,90.0,150.0,1666666.6666666667
Hà Nội,Đống Đa,Hàng Bột,220.0,340.0,1545454.5454545454
Hà Nội,Cầu Giấy,Nghĩa Tân,80.0,80.0,1000000.0
Hà Nội,Cầu Giấy,Dịch Vọng,130.0,80.0,615384.6153846154
Hà Nội,Cầu Giấy,Nghĩa Đô,130.0,130.0,1000000.0
Hà Nội,Cầu Giấy,Dịch Vọng,150.0,150.0,1000000.0
Hà Nội,Cầu Giấy,Yên Hòa,155.0,220.0,1419354.838709677
Hà Nội,Cầu Giấy,Yên Hòa,350.0,400.00000000000006,1142857.142857143
Hà Nội,Thanh Xuân,Hạ Đình,120.0,150.0,1250000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,130.0,130.0,1000000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,200.0,250.0,1250000.0
Hà Nội,Cầu Giấy,Dịch Vọng,95.0,100.0,1052631.5789473683
Hà Nội,Cầu Giấy,Yên Hòa,110.0,90.0,818181.8181818182
Hà Nội,Cầu Giấy,Nghĩa Tân,130.0,150.0,1153846.1538461538
Hà Nội,Cầu Giấy,Dịch Vọng,120.0,70.0,583333.3333333334
Hà Nội,Cầu Giấy,Yên Hòa,180.0,120.0,666666.6666666666
Hà Nội,Cầu Giấy,Trung Hòa,165.0,65.0,393939.3939393939
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,90.0,65.0,722222.2222222222
Hà Nội,Thanh Xuân,Nhân Chính,125.0,60.0,480000.0
Hà Nội,Cầu Giấy,Dịch Vọng,170.0,180.00000000000003,1058823.5294117648
Hà Nội,Tây Hồ,Xuân La,280.0,220.0,785714.2857142857
Hà Nội,Thanh Xuân,Nhân Chính,150.0,160.0,1066666.6666666667
Hà Nội,Cầu Giấy,Trung Hòa,250.0,300.0,1200000.0
Hà Nội,Cầu Giấy,Yên Hòa,90.0,60.0,666666.6666666666
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,130.0,85.0,653846.1538461539
Hà Nội,Cầu Giấy,Trung Hòa,260.0,250.0,961538.4615384616
Hà Nội,Cầu Giấy,Yên Hòa,200.0,180.0,900000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,120.0,100.0,833333.3333333334
Hà Nội,Cầu Giấy,Dịch Vọng,125.0,110.0,880000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,150.0,130.0,866666.6666666666
Hà Nội,Cầu Giấy,Yên Hòa,120.0,110.0,916666.6666666666
Hà Nội,Thanh Xuân,Khương Đình,100.0,78.0,780000.0
Hà Nội,Cầu Giấy,Yên Hòa,100.0,95.0,950000.0
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,150.0,150.0,1000000.0
Hà Nội,Thanh Xuân,Kim Giang,120.0,76.0,633333.3333333334
Hà Nội,Nam Từ Liêm,Mễ Trì,170.0,220.0,1294117.6470588236
Hà Nội,Cầu Giấy,Dịch Vọng,120.0,150.0,1250000.0
Hà Nội,Cầu Giấy,Trung Hòa,140.0,75.0,535714.2857142857
Hà Nội,Cầu Giấy,Trung Hòa,140.0,150.0,1071428.5714285714
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,280.0,160.0,571428.5714285715
Hà Nội,Tây Hồ,Thụy Khuê,130.0,100.0,769230.7692307692
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,200.0,250.0,1250000.0
Hà Nội,Tây Hồ,Bưởi,130.0,90.0,692307.6923076923
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,130.0,150.0,1153846.1538461538
Hà Nội,Cầu Giấy,Yên Hòa,160.0,150.0,937500.0
Hà Nội,Cầu Giấy,Yên Hòa,140.0,135.0,964285.7142857144
Hà Nội,Cầu Giấy,Nghĩa Đô,110.0,140.0,1272727.2727272727
Hà Nội,Cầu Giấy,Yên Hòa,215.0,300.0,1395348.8372093022
Hà Nội,Cầu Giấy,Trung Hòa,130.0,170.0,1307692.3076923075
Hà Nội,Đống Đa,Khâm Thiên,400.0,530.0,1325000.0
Hà Nội,Thanh Xuân,Thanh Xuân Trung,120.0,165.0,1375000.0
Hà Nội,Ba Đình,Giảng Võ,200.0,240.0,1200000.0
Hà Nội,Thanh Xuân,Khương Mai,240.0,175.0,729166.6666666666
Hà Nội,Cầu Giấy,Dịch Vọng,300.0,500.0,1666666.6666666667
Hà Nội,Cầu Giấy,Dịch Vọng,70.0,68.0,971428.5714285716
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,120.0,110.0,916666.6666666666
Hà Nội,Hoàn Kiếm,Hàng Bài,300.0,210.0,700000.0
Hà Nội,Hoàn Kiếm,Hàng Trống,180.0,160.0,888888.8888888889
Hồ Chí Minh,Phú Nhuận,Phường 13,70.0,70.0,1000000.0
Lâm Đồng,Đà Lạt,Phường 8,125.0,40.0,320000.0
Hà Nội,Bắc Từ Liêm,Thụy Phương,25.0,2.5,100000.0
Hồ Chí Minh,Quận 1,Nguyễn Thái Bình,1.2,587.5,489583333.3333334
Hồ Chí Minh,Quận 1,Đa Kao,1.2,460.00000000000006,383333333.3333334
Hồ Chí Minh,Quận 1,Đa Kao,1.6,686.0,428750000.0
Hồ Chí Minh,Quận 4,Phường 18,118.0,20.0,169491.5254237288
Hà Nội,Hoàng Mai,Đại Kim,90.0,20.0,222222.22222222225
Hà Nội,Hoàng Mai,Đại Kim,65.0,18.0,276923.07692307694
Hà Nội,Hai Bà Trưng,Minh Khai,70.0,20.0,285714.28571428574
Hà Nội,Hoàng Mai,Hoàng Văn Thụ,50.0,15.0,300000.0
Hà Nội,Hoàng Mai,Hoàng Văn Thụ,45.0,12.0,266666.6666666667
Khánh Hòa,Nha Trang,Lộc Thọ,600.0,180.0,300000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,110.0,170.0,1545454.5454545454
Hà Nội,Cầu Giấy,Yên Hòa,40.0,40.0,1000000.0
Hà Nội,Cầu Giấy,Nghĩa Đô,110.0,46.0,418181.8181818182
Hà Nội,Tây Hồ,Xuân La,500.0,100.0,200000.0
Hà Nội,Cầu Giấy,Nghĩa Tân,180.0,170.0,944444.4444444444
Hà Nội,Cầu Giấy,Nghĩa Đô,850.0,270.0,317647.0588235294
Hồ Chí Minh,Phú Nhuận,Phường 10,150.0,65.0,433333.3333333333
Hồ Chí Minh,Quận 3,Võ Thị Sáu,48.0,25.0,520833.3333333333
Hà Nội,Cầu Giấy,Trung Hòa,95.0,100.0,1052631.5789473683
Hà Nội,Cầu Giấy,Trung Hòa,100.0,65.0,650000.0
Hà Nội,Đống Đa,Láng Hạ,320.0,130.0,406250.0
Hà Nội,Hai Bà Trưng,Lê Đại Hành,200.0,500.0,2500000.0
Hà Nội,Cầu Giấy,Nghĩa Đô,120.0,80.0,666666.6666666666
Hà Nội,Hoàn Kiếm,Phan Chu Trinh,110.0,180.0,1636363.6363636365
Hà Nội,Cầu Giấy,Nghĩa Đô,40.0,19.0,475000.0
Hà Nội,Đống Đa,Láng Thượng,105.0,60.00000000000001,571428.5714285715
Hà Nội,Cầu Giấy,Nghĩa Đô,300.0,65.0,216666.66666666663
Hà Nội,Hà Đông,Mộ Lao,170.0,85.0,500000.0
Hồ Chí Minh,Phú Nhuận,Phường 11,500.0,40.0,80000.0
Hà Nội,Cầu Giấy,Nghĩa Đô,100.0,5.0,50000.0
Đồng Nai,Biên Hòa,Thống Nhất,450.0,70.0,155555.55555555556
Đồng Nai,Biên Hòa,Thống Nhất,300.0,75.0,250000.0
Đồng Nai,Biên Hòa,Thống Nhất,350.0,100.0,285714.28571428574
Đồng Nai,Biên Hòa,Thống Nhất,450.0,250.0,555555.5555555555
Đồng Nai,Biên Hòa,Thống Nhất,90.0,12.0,133333.33333333334
Đồng Nai,Biên Hòa,Thống Nhất,190.0,24.0,126315.7894736842
Đồng Nai,Biên Hòa,Thống Nhất,140.0,18.0,128571.42857142857
Đồng Nai,Biên Hòa,Thống Nhất,450.0,50.0,111111.11111111112
Đồng Nai,Biên Hòa,Thống Nhất,144.0,40.0,277777.7777777777
Đồng Nai,Biên Hòa,Thống Nhất,80.0,15.0,187500.0
Đồng Nai,Biên Hòa,Thống Nhất,1.1,60.0,54545454.54545454
Đồng Nai,Biên Hòa,Thống Nhất,90.0,25.0,277777.7777777777
Đồng Nai,Biên Hòa,Thống Nhất,200.0,50.0,250000.0
Đồng Nai,Biên Hòa,Thống Nhất,100.0,5.0,50000.0
Đồng Nai,Biên Hòa,Thống Nhất,100.0,22.0,220000.0
Đồng Nai,Biên Hòa,Thống Nhất,72.0,15.0,208333.3333333333
Đồng Nai,Biên Hòa,Thống Nhất,132.0,20.0,151515.15151515152
Đồng Nai,Biên Hòa,Thống Nhất,160.0,15.0,93750.0
Đồng Nai,Biên Hòa,Thống Nhất,84.0,16.5,196428.57142857145
Đồng Nai,Biên Hòa,Thống Nhất,700.0,60.0,85714.28571428571
Đồng Nai,Biên Hòa,Thống Nhất,195.0,30.0,153846.15384615384
Đồng Nai,Biên Hòa,Tân Tiến,145.0,30.0,206896.551724138
Đồng Nai,Biên Hòa,Thống Nhất,200.0,10.0,50000.0
Đồng Nai,Biên Hòa,Tân Tiến,120.0,60.0,500000.0
Đồng Nai,Biên Hòa,Thống Nhất,140.0,70.0,500000.0
Đồng Nai,Biên Hòa,Tân Mai,300.0,60.0,200000.0
Đồng Nai,Biên Hòa,Thống Nhất,100.0,10.0,100000.0
Đồng Nai,Biên Hòa,Tân Phong,160.0,30.0,187500.0
Đồng Nai,Biên Hòa,Thống Nhất,100.0,17.0,170000.0
Đồng Nai,Biên Hòa,Tân Phong,100.0,5.0,50000.0
Đồng Nai,Biên Hòa,Thống Nhất,218.0,24.0,110091.74311926606
Đồng Nai,Biên Hòa,Thống Nhất,300.0,30.0,100000.0
Đồng Nai,Biên Hòa,Thống Nhất,80.0,17.0,212500.0
Đồng Nai,Biên Hòa,Tân Tiến,238.0,80.0,336134.4537815126
Đồng Nai,Biên Hòa,Tam Hiệp,125.0,25.0,200000.0
Đồng Nai,Biên Hòa,Tam Hiệp,600.0,130.0,216666.66666666663
Đồng Nai,Biên Hòa,Tân Tiến,300.0,85.0,283333.3333333333
Đồng Nai,Biên Hòa,Tam Hiệp,140.0,40.0,285714.28571428574
Đồng Nai,Biên Hòa,Tân Tiến,400.0,99.0,247500.0
Đồng Nai,Biên Hòa,Tân Tiến,246.0,40.0,162601.62601626015
Đồng Nai,Biên Hòa,Trung Dũng,80.0,15.0,187500.0
Đồng Nai,Biên Hòa,Trung Dũng,45.0,15.0,333333.3333333333
Đồng Nai,Biên Hòa,Tân Phong,100.0,14.0,140000.0
Đồng Nai,Biên Hòa,Tân Tiến,400.0,50.0,125000.0
Đồng Nai,Biên Hòa,Trung Dũng,500.0,50.0,100000.0
Đồng Nai,Biên Hòa,Thống Nhất,80.0,25.0,312500.0
Đồng Nai,Biên Hòa,Tân Tiến,180.0,25.0,138888.88888888888
Đồng Nai,Biên Hòa,Quyết Thắng,600.0,20.0,33333.333333333336
Đồng Nai,Biên Hòa,Tân Hiệp,120.0,18.0,150000.0
Đồng Nai,Biên Hòa,Bình Đa,400.0,60.0,150000.0
Đồng Nai,Biên Hòa,Thống Nhất,1.0,150.0,150000000.0
Đồng Nai,Biên Hòa,Thống Nhất,350.0,75.0,214285.7142857143
Đồng Nai,Biên Hòa,Thống Nhất,280.0,30.0,107142.85714285714
Đồng Nai,Biên Hòa,Tam Hiệp,360.0,80.0,222222.22222222225
Đồng Nai,Biên Hòa,Thống Nhất,150.0,40.0,266666.6666666667
Đồng Nai,Biên Hòa,Tam Hiệp,1.0,50.0,50000000.0
Đồng Nai,Biên Hòa,Tân Tiến,300.0,60.0,200000.0
Đồng Nai,Biên Hòa,Tam Hiệp,100.0,30.0,300000.0
Đồng Nai,Biên Hòa,Quyết Thắng,75.0,25.0,333333.3333333333
Đồng Nai,Biên Hòa,Tân Tiến,160.0,40.0,250000.0
Đồng Nai,Biên Hòa,Quang Vinh,100.0,9.0,90000.0
Đồng Nai,Biên Hòa,Tân Phong,80.0,25.0,312500.0
Đồng Nai,Biên Hòa,Thống Nhất,300.0,80.0,266666.6666666667
Đồng Nai,Biên Hòa,Thống Nhất,210.0,30.000000000000004,142857.14285714287
Đồng Nai,Biên Hòa,Thống Nhất,126.0,40.0,317460.31746031746
Đồng Nai,Biên Hòa,Thống Nhất,240.0,60.0,250000.0
Đồng Nai,Biên Hòa,Thống Nhất,160.0,70.0,437500.0
Đồng Nai,Biên Hòa,Thống Nhất,200.0,25.0,125000.0
Hải Phòng,An Dương,An Đồng,110.0,35.0,318181.8181818182
Hải Phòng,Lê Chân,Hàng Kênh,140.0,39.0,278571.4285714286
Hải Phòng,Lê Chân,Hồ Nam,188.0,50.0,265957.44680851063
Hải Phòng,Lê Chân,Kênh Dương,50.0,20.0,400000.0
Hải Phòng,Lê Chân,Dư Hàng Kênh,138.0,20.0,144927.53623188406
Hải Phòng,Lê Chân,Vĩnh Niệm,87.0,65.0,747126.4367816092
Hải Phòng,Lê Chân,Vĩnh Niệm,300.0,45.0,150000.0
Hải Phòng,Ngô Quyền,Máy Chai,80.0,30.0,375000.0
Hải Phòng,Lê Chân,Trần Nguyên Hãn,75.0,26.0,346666.6666666667
Hải Phòng,Kiến An,Đồng Hòa,300.0,50.0,166666.66666666666
Hải Phòng,Ngô Quyền,Lê Lợi,85.0,17.0,200000.0
Hải Phòng,Ngô Quyền,Cầu Đất,120.0,27.0,225000.0
Hải Phòng,Kiến An,Bắc Sơn,300.0,140.0,466666.6666666667
Hải Phòng,Ngô Quyền,Máy Tơ,80.0,25.0,312500.0
Hải Phòng,Lê Chân,An Biên,275.0,60.0,218181.81818181812
Hải Phòng,Ngô Quyền,Đằng Giang,90.0,30.0,333333.3333333333
Hải Phòng,Ngô Quyền,Đông Khê,576.0,120.0,208333.3333333333
Hải Phòng,Hồng Bàng,Hoàng Văn Thụ,309.0,65.0,210355.9870550162
Hải Phòng,Ngô Quyền,Lạch Tray,150.0,50.0,333333.3333333333
Hải Phòng,Lê Chân,Nghĩa Xá,65.0,25.0,384615.3846153846
Hải Phòng,Lê Chân,Trại Cau,100.0,38.0,380000.0
Hải Phòng,Lê Chân,Dư Hàng Kênh,300.0,199.0,663333.3333333334
Hải Phòng,Lê Chân,Dư Hàng Kênh,560.0,80.0,142857.14285714287
Hải Phòng,Lê Chân,Hồ Nam,283.0,90.0,318021.20141342754
Hải Phòng,Hồng Bàng,Hoàng Văn Thụ,700.0,300.0,428571.4285714286
Hải Phòng,Ngô Quyền,Đông Khê,230.0,25.0,108695.65217391304
Hải Phòng,Lê Chân,Trần Nguyên Hãn,137.0,120.0,875912.4087591241
Hải Phòng,Ngô Quyền,Đông Khê,300.0,150.0,500000.0
Hải Phòng,Lê Chân,Hồ Nam,100.0,50.0,500000.0
Hải Phòng,Hồng Bàng,Thượng Lý,210.0,50.0,238095.2380952381
Hải Phòng,Lê Chân,An Biên,240.0,150.0,625000.0
Hải Phòng,Lê Chân,An Biên,73.0,45.0,616438.3561643836
Hải Phòng,Ngô Quyền,Cầu Tre,106.0,35.0,330188.679245283
Hải Phòng,Ngô Quyền,Cầu Đất,1.0,480.0,480000000.0
Hải Phòng,Hồng Bàng,Hoàng Văn Thụ,115.0,85.0,739130.4347826086
Hải Phòng,Lê Chân,Cát Dài,550.0,120.0,218181.81818181812
Hải Phòng,Lê Chân,Vĩnh Niệm,300.0,50.0,166666.66666666666
Hải Phòng,Lê Chân,Hồ Nam,80.0,45.0,562500.0
Hải Phòng,Thủy Nguyên,Tân Dương,100.0,22.0,220000.0
Hải Phòng,Lê Chân,Đông Hải,151.0,18.0,119205.29801324505
Hải Phòng,Lê Chân,Đông Hải,80.0,16.0,200000.0
Hải Phòng,Lê Chân,Hồ Nam,131.0,60.0,458015.2671755725
Hải Phòng,Ngô Quyền,Đông Khê,200.0,30.0,150000.0
Hồ Chí Minh,Quận 11,Phường 13,400.0,35.0,87500.0
Hồ Chí Minh,Gò Vấp,Phường 14,500.0,40.0,80000.0
Hồ Chí Minh,Tân Bình,Phường 2,500.0,50.0,100000.0
Hồ Chí Minh,Tân Bình,Phường 10,500.0,50.0,100000.0
Hồ Chí Minh,Quận 6,Phường 10,1.0,115.0,115000000.0
Hồ Chí Minh,Quận 6,Phường 1,2.0,400.0,200000000.0
Hồ Chí Minh,Phú Nhuận,Phường 1,500.0,65.0,130000.0
Hồ Chí Minh,Phú Nhuận,Phường 2,500.0,80.0,160000.0
Hồ Chí Minh,Quận 1,Nguyễn Thái Bình,500.0,65.0,130000.0
Hồ Chí Minh,Tân Bình,Phường 2,500.0,60.0,120000.0
Hồ Chí Minh,Quận 7,Tân Thuận Tây,1.0,160.0,160000000.0
Hồ Chí Minh,Quận 1,Tân Định,500.0,130.0,260000.0
Hồ Chí Minh,Gò Vấp,Phường 11,500.0,35.0,70000.0
Hồ Chí Minh,Tân Phú,Tân Thành,200.0,30.0,150000.0
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,500.0,32.0,64000.0
Hồ Chí Minh,Quận 4,Phường 13,400.0,40.0,100000.0
Hồ Chí Minh,Quận 6,Phường 5,500.0,75.0,150000.0
Hồ Chí Minh,Quận 4,Phường 3,500.0,80.0,160000.0
Hồ Chí Minh,Bình Tân,Bình Hưng Hòa A,400.0,40.0,100000.0
Hồ Chí Minh,Quận 6,Phường 11,500.0,40.0,80000.0
Hồ Chí Minh,Gò Vấp,Phường 14,500.0,35.0,70000.0
Hồ Chí Minh,Tân Bình,Phường 2,400.0,35.0,87500.0
Hồ Chí Minh,Gò Vấp,Phường 10,500.0,75.0,150000.0
Hồ Chí Minh,Quận 5,Phường 6,500.0,65.0,130000.0
Hồ Chí Minh,Gò Vấp,Phường 8,500.0,60.0,120000.0
Hồ Chí Minh,Quận 5,Phường 14,500.0,110.0,220000.0
Hồ Chí Minh,Tân Bình,Phường 10,500.0,222.0,444000.0
Hồ Chí Minh,Quận 10,Phường 14,200.0,35.0,175000.0
Hồ Chí Minh,Quận 1,Đa Kao,400.0,60.0,150000.0
Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,500.0,60.0,120000.0
Hồ Chí Minh,Quận 4,Phường 13,500.0,100.0,200000.0
Hồ Chí Minh,Quận 5,Phường 12,200.0,45.0,225000.0
Hồ Chí Minh,Quận 6,Phường 11,500.0,75.0,150000.0
Hồ Chí Minh,Quận 1,Đa Kao,500.0,45.0,90000.0
Hồ Chí Minh,Quận 4,Phường 18,200.0,20.0,100000.0
Hồ Chí Minh,Quận 10,Phường 12,500.0,60.0,120000.0
Hồ Chí Minh,Quận 10,Phường 2,1.0,120.0,120000000.0
Hồ Chí Minh,Tân Bình,Phường 4,200.0,22.0,110000.0
Hồ Chí Minh,Quận 10,Phường 2,500.0,160.0,320000.0
Hồ Chí Minh,Tân Bình,Phường 5,200.0,35.0,175000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,800.0,110.0,137500.0
Hồ Chí Minh,Phú Nhuận,Phường 11,500.0,50.0,100000.0
Hồ Chí Minh,Quận 4,Phường 13,500.0,50.0,100000.0
Hồ Chí Minh,Quận 1,Tân Định,500.0,55.0,110000.0
Hồ Chí Minh,Phú Nhuận,Phường 15,300.0,25.0,83333.33333333333
Hồ Chí Minh,Quận 10,Phường 2,500.0,90.0,180000.0
Hồ Chí Minh,Bình Thạnh,Phường 25,1.3,180.0,138461538.46153846
Hồ Chí Minh,Quận 10,Phường 15,500.0,40.0,80000.0
Hồ Chí Minh,Tân Phú,Tây Thạnh,500.0,45.0,90000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,500.0,40.0,80000.0
Hồ Chí Minh,Tân Bình,Phường 13,1.0,130.0,130000000.0
Hồ Chí Minh,Tân Phú,Hiệp Tân,500.0,45.0,90000.0
Hồ Chí Minh,Quận 5,Phường 4,1.0,150.0,150000000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,1.0,150.0,150000000.0
Hồ Chí Minh,Tân Bình,Phường 15,1.0,110.0,110000000.0
Hồ Chí Minh,Quận 4,Phường 3,500.0,60.0,120000.0
Hồ Chí Minh,Gò Vấp,Phường 3,1.2,240.0,200000000.0
Hồ Chí Minh,Quận 1,Cô Giang,1.0,150.0,150000000.0
Hồ Chí Minh,Tân Phú,Hòa Thạnh,500.0,33.0,66000.0
Hồ Chí Minh,Quận 10,Phường 2,500.0,110.0,220000.0
Hồ Chí Minh,Tân Phú,Hòa Thạnh,500.0,40.0,80000.0
Hồ Chí Minh,Quận 6,Phường 10,1.0,90.0,90000000.0
Hồ Chí Minh,Quận 8,Phường 16,2.0,200.0,100000000.0
Hồ Chí Minh,Quận 1,Bến Thành,500.0,100.0,200000.0
Hồ Chí Minh,Tân Bình,Phường 4,400.0,55.0,137500.0
Hồ Chí Minh,Tân Phú,Tân Quý,1.0,115.0,115000000.0
Hồ Chí Minh,Tân Bình,Phường 10,500.0,110.0,220000.0
Hồ Chí Minh,Gò Vấp,Phường 3,500.0,80.0,160000.0
Hồ Chí Minh,Bình Thạnh,Phường 25,1.0,170.0,170000000.0
Hồ Chí Minh,Tân Bình,Phường 15,800.0,150.0,187500.0
Hồ Chí Minh,Quận 1,Đa Kao,400.0,55.0,137500.0
Hồ Chí Minh,Quận 6,Phường 13,500.0,50.0,100000.0
Hồ Chí Minh,Tân Bình,Phường 15,500.0,55.0,110000.0
Hồ Chí Minh,Quận 11,Phường 16,500.0,70.0,140000.0
Hồ Chí Minh,Quận 1,Đa Kao,500.0,150.0,300000.0
Hồ Chí Minh,Tân Bình,Phường 4,500.0,65.0,130000.0
Hồ Chí Minh,Tân Phú,Tây Thạnh,600.0,120.0,200000.0
Hồ Chí Minh,Tân Bình,Phường 2,1.0,100.0,100000000.0
Hồ Chí Minh,Tân Bình,Phường 11,600.0,135.0,225000.0
Hồ Chí Minh,Gò Vấp,Phường 13,600.0,80.0,133333.33333333334
Hồ Chí Minh,Quận 3,Phường 10,400.0,30.0,75000.0
Hồ Chí Minh,Tân Phú,Phú Trung,1.0,320.0,320000000.0
Hồ Chí Minh,Bình Tân,Bình Hưng Hòa,500.0,60.0,120000.0
Hồ Chí Minh,Tân Bình,Phường 2,1.0,130.0,130000000.0
Hồ Chí Minh,Bình Tân,An Lạc,1.0,60.0,60000000.0
Hồ Chí Minh,Quận 11,Phường 11,1.0,100.0,100000000.0
Hồ Chí Minh,Tân Bình,Phường 12,500.0,130.0,260000.0
Hồ Chí Minh,Tân Phú,Hòa Thạnh,300.0,110.0,366666.6666666667
Hồ Chí Minh,Tân Phú,Tây Thạnh,600.0,80.0,133333.33333333334
Hồ Chí Minh,Tân Bình,Phường 11,500.0,38.0,76000.0
Hồ Chí Minh,Tân Phú,Phú Thạnh,400.0,40.0,100000.0
Hồ Chí Minh,Quận 1,Cô Giang,500.0,70.0,140000.0
Hồ Chí Minh,Tân Phú,Sơn Kỳ,200.0,30.0,150000.0
Hồ Chí Minh,Tân Phú,Sơn Kỳ,1.0,90.0,90000000.0
Hồ Chí Minh,Bình Tân,An Lạc A,400.0,100.0,250000.0
Hồ Chí Minh,Tân Phú,Tân Thành,500.0,70.0,140000.0
Hồ Chí Minh,Bình Chánh,Bình Hưng,500.0,100.0,200000.0
Hồ Chí Minh,Tân Bình,Phường 4,300.0,30.0,100000.0
Hồ Chí Minh,Quận 6,Phường 10,400.0,50.0,125000.0
Hồ Chí Minh,Bình Thạnh,Phường 14,500.0,60.0,120000.0
Hồ Chí Minh,Tân Bình,Phường 13,500.0,65.0,130000.0
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,1.4,140.0,100000000.0
Hồ Chí Minh,Gò Vấp,Phường 7,500.0,40.0,80000.0
Hồ Chí Minh,Quận 10,Phường 15,400.0,35.0,87500.0
Hồ Chí Minh,Quận 3,Phường 11,500.0,65.0,130000.0
Hồ Chí Minh,Quận 6,Phường 10,900.0,55.0,61111.11111111111
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,500.0,120.0,240000.0
