City,District,Ward,area_value,price_value_trieu,price_per_m2_final
Hồ Chí Minh,Tân Bình,Phường 13,120.0,30.0,250000.0
Hồ Chí Minh,Tân Bình,Phường 13,80.0,20.0,250000.0
Hồ Chí Minh,Thủ Đức,Thảo Điền,45.0,17.0,377777.77777777775
Hà Nội,Bắc Từ Liêm,Phú Diễn,82.0,6.0,73170.73170731707
Hồ Chí Minh,Tân Bình,Phường 2,1200.0,350.0,291666.6666666667
Đà Nẵng,Hải Châu,Phước Ninh,180.0,60.0,333333.3333333333
Hồ Chí Minh,Quận 8,Phường 13,64.0,45.0,703125.0
Hồ Chí Minh,Phú Nhuận,Phường 2,80.0,38.0,475000.0
Hồ Chí Minh,Bình Thạnh,Phường 3,56.0,65.0,1160714.2857142857
Đà Nẵng,Liên Chiểu,Hòa Minh,200.0,15.0,75000.0
Hồ Chí Minh,Phú Nhuận,Phường 2,144.0,90.0,625000.0
Hồ Chí Minh,Quận 10,Phường 2,100.0,50.0,500000.0
Hồ Chí Minh,Quận 11,Phường 3,290.0,55.0,189655.1724137931
Hồ Chí Minh,Quận 10,Phường 12,53.0,12.0,226415.09433962265
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,75.0,35.0,466666.6666666667
Đà Nẵng,Cẩm Lệ,Hòa Thọ Đông,180.0,8.0,44444.444444444445
Hồ Chí Minh,Gò Vấp,Phường 10,60.0,40.0,666666.6666666666
Hà Nội,Cầu Giấy,Nghĩa Tân,35.0,23.9,682857.1428571428
Hồ Chí Minh,Quận 10,Phường 15,160.0,45.0,281250.0
Hồ Chí Minh,Quận 7,Tân Phong,86.0,25.0,290697.67441860464
Hồ Chí Minh,Quận 12,Thới An,980.0,50.0,51020.4081632653
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,48.0,27.0,562500.0
Hồ Chí Minh,Thủ Đức,Tân Phú,160.0,10.0,62500.0
Hồ Chí Minh,Quận 8,Phường 16,120.0,10.0,83333.33333333333
Hồ Chí Minh,Quận 10,Phường 2,500.0,100.0,200000.0
Hồ Chí Minh,Thủ Đức,An Lợi Đông,168.0,150.0,892857.1428571428
Hồ Chí Minh,Bình Thạnh,Phường 14,25.0,12.0,480000.0
Bình Dương,Bến Cát,Tân Định,600.0,15.0,25000.0
Hồ Chí Minh,Quận 1,Cô Giang,84.0,25.0,297619.04761904763
Hồ Chí Minh,Gò Vấp,Phường 7,66.0,23.0,348484.8484848485
Đà Nẵng,Hải Châu,Hòa Cường Bắc,600.0,75.0,125000.0
Bình Dương,Thủ Dầu Một,Phú Lợi,100.0,17.0,170000.0
Hồ Chí Minh,Quận 5,Phường 6,200.0,39.0,195000.0
Hồ Chí Minh,Tân Bình,Phường 4,240.0,50.0,208333.3333333333
Hồ Chí Minh,Gò Vấp,Phường 10,1293.0,140.0,108275.32869296212
Cần Thơ,Ninh Kiều,An Bình,125.0,13.0,104000.0
Hồ Chí Minh,Quận 10,Phường 15,80.0,14.0,175000.0
Hồ Chí Minh,Quận 10,Phường 14,120.0,55.0,458333.3333333333
Bình Dương,Thủ Dầu Một,Phú Hòa,265.0,10.0,37735.84905660377
Hồ Chí Minh,Tân Bình,Phường 13,35.0,9.0,257142.8571428572
Hồ Chí Minh,Tân Bình,Phường 2,240.0,80.0,333333.3333333333
Hồ Chí Minh,Phú Nhuận,Phường 7,864.0,250.0,289351.85185185185
Hồ Chí Minh,Quận 1,Nguyễn Thái Bình,160.0,45.0,281250.0
Đà Nẵng,Cẩm Lệ,Hòa Xuân,300.0,30.0,100000.0
Hồ Chí Minh,Tân Bình,Phường 15,35.0,7.0,200000.0
Hồ Chí Minh,Bình Thạnh,Phường 13,65.0,18.0,276923.07692307694
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,80.0,17.0,212500.0
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,80.0,22.0,275000.0
Hồ Chí Minh,Tân Bình,Phường 14,288.0,85.0,295138.8888888889
Hồ Chí Minh,Gò Vấp,Phường 10,1000.0,22.0,22000.0
Khánh Hòa,Nha Trang,Tân Lập,100.0,50.0,500000.0
Hồ Chí Minh,Gò Vấp,Phường 11,200.0,40.0,200000.0
Hồ Chí Minh,Tân Phú,Tân Thới Hòa,176.0,90.0,511363.6363636364
Hồ Chí Minh,Tân Phú,Tây Thạnh,700.0,50.00000000000001,71428.57142857143
Đắk Lắk,Buôn Ma Thuột,Tân An,1000.0,45.0,45000.0
Hà Nội,Hà Đông,Phú La,60.0,8.000000000000002,133333.33333333334
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,100.0,150.0,1500000.0
Khánh Hòa,Nha Trang,Tân Lập,100.0,40.0,400000.0
Hồ Chí Minh,Quận 11,Phường 16,84.0,26.0,309523.8095238095
Hồ Chí Minh,Quận 3,Phường 11,45.0,40.0,888888.8888888889
Hồ Chí Minh,Tân Phú,Hiệp Tân,10.0,5.5,550000.0
Đà Nẵng,Cẩm Lệ,Hòa An,250.0,20.0,80000.0
Hồ Chí Minh,Thủ Đức,Thảo Điền,400.0,55.0,137500.0
Hồ Chí Minh,Tân Phú,Phú Trung,500.0,180.0,360000.0
Cần Thơ,Bình Thủy,Long Hòa,150.0,7.0,46666.66666666666
Cần Thơ,Ninh Kiều,An Khánh,250.0,17.0,68000.0
Hà Nội,Cầu Giấy,Nghĩa Tân,65.0,35.0,538461.5384615385
Hồ Chí Minh,Tân Bình,Phường 11,126.0,25.0,198412.6984126984
Hồ Chí Minh,Quận 1,Tân Định,410.0,130.0,317073.1707317073
Hồ Chí Minh,Quận 7,Tân Kiểng,80.0,22.0,275000.0
Hồ Chí Minh,Gò Vấp,Phường 17,300.0,25.0,83333.33333333333
Hồ Chí Minh,Quận 12,An Phú Đông,130.0,11.0,84615.38461538461
Hồ Chí Minh,Thủ Đức,Thảo Điền,80.0,17.0,212500.0
Cần Thơ,Ninh Kiều,An Hòa,126.0,17.0,134920.6349206349
Hồ Chí Minh,Quận 3,Võ Thị Sáu,72.0,50.0,694444.4444444445
Hà Nội,Nam Từ Liêm,Phú Đô,60.0,12.0,200000.0
Hồ Chí Minh,Tân Bình,Phường 6,70.0,25.0,357142.8571428572
Đà Nẵng,Liên Chiểu,Hòa Khánh Bắc,140.0,12.0,85714.28571428571
Hồ Chí Minh,Gò Vấp,Phường 17,800.0,75.0,93750.0
Tây Ninh,Gò Dầu,Phước Đông,195.0,40.0,205128.20512820515
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 3,130.0,18.0,138461.53846153847
Đà Nẵng,Ngũ Hành Sơn,Mỹ An,180.0,49.99999999999999,277777.7777777777
Hồ Chí Minh,Quận 11,Phường 10,74.0,16.0,216216.2162162162
Đà Nẵng,Hải Châu,Phường Hải Châu 1,400.0,90.0,225000.0
Hồ Chí Minh,Phú Nhuận,Phường 3,140.0,100.0,714285.7142857143
Hồ Chí Minh,Tân Phú,Tân Quý,56.0,13.0,232142.8571428572
Đà Nẵng,Hải Châu,Bình Thuận,130.0,25.0,192307.6923076923
Đà Nẵng,Hải Châu,Hòa Cường Nam,90.0,17.0,188888.88888888888
Hồ Chí Minh,Quận 1,Bến Thành,252.0,120.0,476190.4761904762
Hồ Chí Minh,Quận 3,Phường 10,32.0,12.0,375000.0
Hồ Chí Minh,Thủ Đức,Phước Long B,300.0,80.0,266666.6666666667
Hồ Chí Minh,Quận 11,Phường 15,190.0,38.0,200000.0
Hồ Chí Minh,Quận 6,Phường 11,425.0,99.0,232941.17647058825
Hồ Chí Minh,Phú Nhuận,Phường 15,50.0,16.0,320000.0
Hồ Chí Minh,Gò Vấp,Phường 11,120.0,30.0,250000.0
Hồ Chí Minh,Quận 1,Bến Nghé,112.0,35.0,312500.0
Hồ Chí Minh,Quận 1,Bến Thành,600.0,120.0,200000.0
Hồ Chí Minh,Gò Vấp,Phường 8,100.0,25.0,250000.0
Hồ Chí Minh,Gò Vấp,Phường 10,220.0,79.0,359090.9090909091
Hồ Chí Minh,Gò Vấp,Phường 3,125.0,20.0,160000.0
Hồ Chí Minh,Quận 10,Phường 15,200.0,60.0,300000.0
Hồ Chí Minh,Quận 1,Bến Nghé,600.0,220.0,366666.6666666667
Hồ Chí Minh,Quận 1,Tân Định,45.0,15.0,333333.3333333333
Hồ Chí Minh,Quận 1,Bến Nghé,400.0,250.0,625000.0
Hồ Chí Minh,Quận 12,Thới An,500.0,45.0,90000.0
Hồ Chí Minh,Quận 7,Tân Quy,444.0,250.0,563063.0630630631
Hồ Chí Minh,Gò Vấp,Phường 14,30.0,5.9,196666.66666666663
Hồ Chí Minh,Quận 1,Tân Định,100.0,45.0,450000.0
Hồ Chí Minh,Quận 3,Phường 4,100.0,75.0,750000.0
Hồ Chí Minh,Phú Nhuận,Phường 4,68.0,15.0,220588.23529411765
Hồ Chí Minh,Quận 8,Phường 10,20.0,8.0,400000.0
Hồ Chí Minh,Tân Phú,Tân Thành,120.0,1.0000000000000002,8333.333333333334
Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,70.0,90.0,1285714.2857142857
Hồ Chí Minh,Quận 1,Đa Kao,165.0,150.0,909090.9090909092
Hồ Chí Minh,Quận 1,Tân Định,260.0,110.0,423076.9230769231
Hồ Chí Minh,Hóc Môn,Bà Điểm,20.0,6.5,325000.0
Hồ Chí Minh,Thủ Đức,Long Phước,200.0,19.0,95000.0
Hồ Chí Minh,Bình Thạnh,Phường 24,100.0,33.0,330000.0
Hà Nội,Hoàng Mai,Định Công,130.0,25.0,192307.6923076923
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,28.0,4.7,167857.14285714287
Hồ Chí Minh,Quận 7,Tân Thuận Tây,40.0,15.0,375000.0
Đà Nẵng,Thanh Khê,Tam Thuận,200.0,22.0,110000.0
Hồ Chí Minh,Tân Bình,Phường 13,50.0,35.0,700000.0
Hồ Chí Minh,Quận 8,Phường 9,50.0,10.0,200000.0
Đồng Nai,Biên Hòa,Thống Nhất,300.0,22.0,73333.33333333333
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,32.0,25.0,781250.0
Hồ Chí Minh,Tân Phú,Phú Trung,288.0,85.0,295138.8888888889
Hồ Chí Minh,Quận 12,Trung Mỹ Tây,90.0,40.0,444444.4444444445
Hồ Chí Minh,Quận 7,Tân Phong,300.0,30.0,100000.0
Hồ Chí Minh,Thủ Đức,Thảo Điền,137.0,40.0,291970.802919708
Hồ Chí Minh,Quận 10,Phường 15,100.0,60.0,600000.0
Bình Dương,Dĩ An,Dĩ An,45.0,3.0,66666.66666666667
Hồ Chí Minh,Quận 7,Phú Mỹ,400.0,65.0,162500.0
Đà Nẵng,Hải Châu,Hòa Cường Nam,1100.0,150.0,136363.63636363635
Hồ Chí Minh,Bình Thạnh,Phường 25,240.0,80.0,333333.3333333333
Hồ Chí Minh,Quận 6,Phường 2,66.0,33.0,500000.0
Hồ Chí Minh,Quận 7,Tân Phong,111.0,36.0,324324.3243243243
Hồ Chí Minh,Phú Nhuận,Phường 7,190.0,54.99999999999999,289473.6842105263
Hồ Chí Minh,Quận 7,Tân Phong,100.0,36.0,360000.0
Hồ Chí Minh,Quận 10,Phường 12,80.0,45.0,562500.0
Hồ Chí Minh,Tân Bình,Phường 12,170.0,25.000000000000004,147058.82352941178
Hồ Chí Minh,Quận 1,Đa Kao,31.0,30.0,967741.9354838708
Hồ Chí Minh,Thủ Đức,Linh Tây,500.0,70.0,140000.0
Hồ Chí Minh,Quận 1,Đa Kao,390.0,145.0,371794.8717948718
Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,400.0,60.0,150000.0
Hồ Chí Minh,Gò Vấp,Phường 7,56.0,14.0,250000.0
Hồ Chí Minh,Gò Vấp,Phường 1,140.0,8.0,57142.857142857145
Hồ Chí Minh,Tân Bình,Phường 11,76.0,32.0,421052.63157894736
Hà Nội,Cầu Giấy,Trung Hòa,145.0,95.0,655172.4137931034
Hồ Chí Minh,Quận 8,Phường 4,160.0,22.0,137500.0
Hồ Chí Minh,Quận 11,Phường 3,50.0,20.0,400000.0
Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,80.0,15.0,187500.0
Hồ Chí Minh,Quận 10,Phường 15,550.0,120.0,218181.81818181812
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 10,60.0,11.0,183333.3333333333
Hồ Chí Minh,Quận 1,Đa Kao,500.0,160.0,320000.0
Bà Rịa Vũng Tàu,Vũng Tàu,Phường 10,40.0,10.0,250000.0
Hồ Chí Minh,Quận 10,Phường 5,400.0,55.0,137500.0
Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,400.0,76.0,190000.0
Hồ Chí Minh,Quận 10,Phường 2,400.0,68.0,170000.0
Hồ Chí Minh,Quận 10,Phường 12,400.0,58.0,145000.0
Hồ Chí Minh,Quận 1,Đa Kao,480.0,180.0,375000.0
Hồ Chí Minh,Quận 10,Phường 13,450.0,45.0,100000.0
Hồ Chí Minh,Tân Bình,Phường 12,160.0,65.0,406250.0
Hồ Chí Minh,Gò Vấp,Phường 9,35.0,6.2,177142.85714285713
Hồ Chí Minh,Quận 1,Nguyễn Cư Trinh,24.0,22.0,916666.6666666666
Hồ Chí Minh,Phú Nhuận,Phường 9,250.0,152.0,608000.0
Hồ Chí Minh,Quận 10,Phường 15,600.0,110.0,183333.3333333333
Hồ Chí Minh,Tân Phú,Phú Thọ Hòa,84.0,19.0,226190.47619047613
Thanh Hóa,Hoằng Hóa,Hoằng Ngọc,6.0,1.9,316666.6666666667
Hồ Chí Minh,Gò Vấp,Phường 8,210.0,24.0,114285.71428571428
Hồ Chí Minh,Bình Thạnh,Phường 11,900.0,79.0,87777.77777777778
Hồ Chí Minh,Quận 6,Phường 11,800.0,70.0,87500.0
Hồ Chí Minh,Quận 7,Tân Quy,92.0,25.0,271739.1304347826
Hồ Chí Minh,Bình Thạnh,Phường 12,18.0,6.0,333333.3333333333
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,60.0,15.0,250000.0
Đồng Nai,Biên Hòa,Tân Tiến,450.0,30.000000000000004,66666.66666666667
Hồ Chí Minh,Hóc Môn,Bà Điểm,1650.0,160.0,96969.69696969698
Hồ Chí Minh,Thủ Đức,Phước Long B,250.0,75.0,300000.0
Hồ Chí Minh,Quận 7,Bình Thuận,500.0,90.0,180000.0
Hồ Chí Minh,Phú Nhuận,Phường 11,360.0,3.6,10000.0
Hồ Chí Minh,Phú Nhuận,Phường 2,360.0,38.0,105555.55555555556
Hồ Chí Minh,Gò Vấp,Phường 12,120.0,10.0,83333.33333333333
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,210.0,45.0,214285.7142857143
Hồ Chí Minh,Quận 10,Phường 2,300.0,40.0,133333.33333333334
Hồ Chí Minh,Củ Chi,Tân Phú Trung,80.0,28.0,350000.0
Hà Nội,Đống Đa,Quang Trung,70.0,12.0,171428.57142857142
Hồ Chí Minh,Tân Bình,Phường 15,104.0,25.0,240384.61538461532
Hồ Chí Minh,Gò Vấp,Phường 8,24.0,22.0,916666.6666666666
Hà Nội,Cầu Giấy,Yên Hòa,120.0,120.0,1000000.0
Hồ Chí Minh,Tân Phú,Tân Quý,136.0,25.0,183823.5294117647
Hồ Chí Minh,Tân Phú,Tân Thành,72.0,22.0,305555.5555555556
Hồ Chí Minh,Thủ Đức,Linh Trung,100.0,30.0,300000.0
Hồ Chí Minh,Bình Chánh,Vĩnh Lộc B,350.0,20.0,57142.857142857145
Hồ Chí Minh,Quận 1,Đa Kao,500.0,160000.0,320000000.0
Hồ Chí Minh,Bình Thạnh,Phường 12,50.0,12.0,240000.0
Hồ Chí Minh,Thủ Đức,Phước Long B,380.0,25.0,65789.47368421052
Hồ Chí Minh,Bình Thạnh,Phường 19,592.0,85.00000000000001,143581.0810810811
Hồ Chí Minh,Gò Vấp,Phường 16,66.0,10.0,151515.15151515152
Hồ Chí Minh,Tân Bình,Phường 12,100.0,60.0,600000.0
Đà Nẵng,Ngũ Hành Sơn,Mỹ An,120.0,15.0,125000.0
Đà Nẵng,Hải Châu,Hòa Cường Bắc,80.0,11.0,137500.0
Hồ Chí Minh,Phú Nhuận,Phường 2,70.0,17.0,242857.14285714287
Hồ Chí Minh,Thủ Đức,Thảo Điền,4000.0,800.0,200000.0
Hồ Chí Minh,Thủ Đức,An Phú,52.0,25.0,480769.2307692308
Hồ Chí Minh,Quận 6,Phường 8,16.0,3.9,243750.0
Hồ Chí Minh,Quận 11,Phường 15,96.0,60.0,625000.0
Hồ Chí Minh,Quận 6,Phường 9,25.0,4.0,160000.0
Hồ Chí Minh,Tân Phú,Hòa Thạnh,300.0,45.0,150000.0
Hồ Chí Minh,Thủ Đức,Phước Long B,70.0,13.0,185714.2857142857
Hà Nội,Cầu Giấy,Yên Hòa,50.0,16.0,320000.0
Hồ Chí Minh,Củ Chi,Tân Thông Hội,60.0,4.000000000000001,66666.66666666667
Hồ Chí Minh,Tân Bình,Phường 14,134.0,31.0,231343.2835820896
Hồ Chí Minh,Thủ Đức,An Phú,300.0,65.0,216666.66666666663
Hồ Chí Minh,Quận 3,Võ Thị Sáu,500.0,150.0,300000.0
Hồ Chí Minh,Tân Bình,Phường 13,61.0,19.0,311475.40983606555
Hồ Chí Minh,Gò Vấp,Phường 8,75.0,14.0,186666.66666666663
Hà Nội,Hoàng Mai,Đại Kim,60.0,18.0,300000.0
Hồ Chí Minh,Quận 10,Phường 13,72.0,25.0,347222.22222222225
Hồ Chí Minh,Quận 4,Phường 6,41.0,20.0,487804.8780487805
Hồ Chí Minh,Thủ Đức,An Phú,700.0,98.0,140000.0
Hồ Chí Minh,Thủ Đức,Thảo Điền,54.0,24.0,444444.4444444445
Hồ Chí Minh,Quận 1,Tân Định,360.0,115.0,319444.44444444444
Hồ Chí Minh,Thủ Đức,An Phú,80.0,13.5,168750.0
Hà Nội,Hoàng Mai,Định Công,70.0,18.0,257142.8571428572
Đà Nẵng,Cẩm Lệ,Khuê Trung,200.0,20.0,100000.0
Hồ Chí Minh,Tân Bình,Phường 14,126.0,25.0,198412.6984126984
Hồ Chí Minh,Quận 11,Phường 2,72.0,18.0,250000.0
Hồ Chí Minh,Thủ Đức,Linh Trung,170.0,15.0,88235.29411764706
Hồ Chí Minh,Nhà Bè,Phú Xuân,52.0,7.0,134615.38461538462
Hồ Chí Minh,Thủ Đức,Thảo Điền,160.0,45.0,281250.0
Hồ Chí Minh,Quận 5,Phường 3,400.0,55.0,137500.0
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,100.0,45.0,450000.0
Hồ Chí Minh,Tân Bình,Phường 14,100.0,25.0,250000.0
Hồ Chí Minh,Tân Bình,Phường 12,120.0,28.0,233333.3333333333
Hồ Chí Minh,Tân Phú,Tân Sơn Nhì,200.0,80.0,400000.0
Hồ Chí Minh,Tân Phú,Tây Thạnh,80.0,20.0,250000.0
Hồ Chí Minh,Tân Phú,Phú Trung,100.0,25.0,250000.0
Hà Nội,Tây Hồ,Bưởi,38.0,11.0,289473.6842105263
Hà Nội,Hoàn Kiếm,Trần Hưng Đạo,150.0,120.0,800000.0
Hà Nội,Cầu Giấy,Quan Hoa,120.0,60.0,500000.0
Hồ Chí Minh,Quận 7,Tân Thuận Tây,400.0,160.0,400000.0
Hồ Chí Minh,Quận 12,Thới An,160.0,70.0,437500.0
Hồ Chí Minh,Tân Phú,Phú Thạnh,300.0,30.0,100000.0
Hồ Chí Minh,Quận 7,Phú Mỹ,132.0,40.0,303030.30303030304
Hồ Chí Minh,Quận 7,Tân Thuận Đông,120.0,30.0,250000.0
Đà Nẵng,Hải Châu,Thạch Thang,210.0,20.0,95238.09523809524
Khánh Hòa,Nha Trang,Phước Hải,64.0,13.0,203125.0
Đà Nẵng,Thanh Khê,Tân Chính,360.0,30.0,83333.33333333333
Hà Nội,Long Biên,Phúc Đồng,125.0,30.0,240000.0
Hà Nội,Đống Đa,Phương Mai,78.75,19.0,241269.84126984127
Hà Nội,Hà Đông,La Khê,500.0,250.0,500000.0
Hồ Chí Minh,Quận 1,Bến Nghé,325.0,1200.0,3692307.692307693
Hà Nội,Cầu Giấy,Dịch Vọng Hậu,300.0,70.0,233333.3333333333
Hồ Chí Minh,Gò Vấp,Phường 16,1500.0,400.0,266666.6666666667
Hồ Chí Minh,Quận 10,Phường 15,65.0,35.0,538461.5384615385
Hồ Chí Minh,Gò Vấp,Phường 13,376.0,80.0,212765.9574468085
Hồ Chí Minh,Quận 1,Đa Kao,240.0,230.0,958333.3333333334
Hồ Chí Minh,Quận 3,Phường 11,240.0,90.0,375000.0
Hồ Chí Minh,Gò Vấp,Phường 7,500.0,200.0,400000.0
Hồ Chí Minh,Quận 12,Đông Hưng Thuận,450.0,130.0,288888.8888888889
Nghệ An,Vinh,Hưng Dũng,120.0,20.0,166666.66666666666
Đà Nẵng,Hải Châu,Phường Hải Châu 2,30.0,9.0,300000.0
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,154.0,35.0,227272.7272727273
Hải Phòng,Lê Chân,Niệm Nghĩa,63.0,22.0,349206.34920634923
Cần Thơ,Cái Răng,Hưng Thạnh,81.0,20.0,246913.5802469136
Cần Thơ,Cái Răng,Hưng Phú,64.0,10.0,156250.0
Hà Nội,Ba Đình,Giảng Võ,100.0,55.0,550000.0
Hồ Chí Minh,Quận 11,Phường 16,63.0,20.0,317460.31746031746
Cần Thơ,Ninh Kiều,An Hòa,50.0,13.0,260000.0
Hồ Chí Minh,Tân Bình,Phường 5,240.0,90.0,375000.0
Cần Thơ,Ninh Kiều,An Phú,126.0,24.0,190476.19047619047
Hồ Chí Minh,Hóc Môn,Bà Điểm,200.0,14.0,70000.0
Đà Nẵng,Ngũ Hành Sơn,Khuê Mỹ,80.0,32.0,400000.0
Hà Nội,Ba Đình,Quán Thánh,100.0,135.0,1350000.0
Đà Nẵng,Thanh Khê,Thạc Gián,85.0,20.0,235294.11764705885
Hồ Chí Minh,Quận 3,Phường 10,80.0,18.0,225000.0
Hồ Chí Minh,Quận 4,Phường 4,50.0,33.0,660000.0
Đà Nẵng,Thanh Khê,Tam Thuận,450.0,50.0,111111.11111111112
Đà Nẵng,Cẩm Lệ,Khuê Trung,198.0,20.0,101010.101010101
Đà Nẵng,Hải Châu,Hòa Cường Bắc,84.0,83.0,988095.238095238
Đà Nẵng,Hải Châu,Hòa Cường Bắc,165.0,38.0,230303.0303030303
Lâm Đồng,Đà Lạt,Phường 4,256.0,16.0,62500.0
Hà Nội,Đống Đa,Láng Thượng,90.0,120.0,1333333.3333333333
Hồ Chí Minh,Quận 10,Phường 2,72.0,55.0,763888.8888888889
Hà Nội,Đống Đa,Láng Thượng,120.0,70.0,583333.3333333334
Hồ Chí Minh,Thủ Đức,An Lợi Đông,245.0,220.0,897959.1836734693
Cần Thơ,Ninh Kiều,An Hòa,80.0,6.0,75000.0
Hà Nội,Long Biên,Ngọc Lâm,110.0,59.99999999999999,545454.5454545454
Vĩnh Phúc,Phúc Yên,Tiền Châu,150.0,10.0,66666.66666666667
Hồ Chí Minh,Quận 8,Phường 11,21.0,9.0,428571.4285714286
Hồ Chí Minh,Tân Phú,Tân Thành,240.0,80.0,333333.3333333333
Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,102.0,35.0,343137.2549019608
Hồ Chí Minh,Tân Bình,Phường 13,63.0,22.0,349206.34920634923
Hà Nội,Hai Bà Trưng,Phạm Đình Hổ,120.0,160.0,1333333.3333333333
Hồ Chí Minh,Gò Vấp,Phường 16,250.0,100.0,400000.0
Hồ Chí Minh,Tân Bình,Phường 6,254.0,55.0,216535.43307086613
Hồ Chí Minh,Gò Vấp,Phường 16,125.0,68.0,544000.0
Hồ Chí Minh,Phú Nhuận,Phường 5,92.4,45.0,487012.98701298697
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,93.0,55.0,591397.8494623656
Bà Rịa Vũng Tàu,Phú Mỹ,Phú Mỹ,100.0,15.0,150000.0
Hà Nội,Đống Đa,Khương Thượng,245.0,45.0,183673.4693877551
Hồ Chí Minh,Quận 3,Phường 4,24.0,11.0,458333.3333333333
Hồ Chí Minh,Quận 10,Phường 2,2000.0,690.0,345000.0
Hà Nội,Đống Đa,Trung Liệt,45.0,33.0,733333.3333333334
Hồ Chí Minh,Quận 10,Phường 12,96.0,35.0,364583.3333333333
Hà Nội,Long Biên,Ngọc Thụy,25.0,6.5,260000.0
Hồ Chí Minh,Tân Phú,Tân Thành,220.0,50.0,227272.7272727273
Bình Dương,Thuận An,Lái Thiêu,336.0,19.0,56547.619047619046
Hồ Chí Minh,Quận 1,Bến Nghé,81.0,65.0,802469.1358024691
Hồ Chí Minh,Quận 12,An Phú Đông,150.0,10.0,66666.66666666667
Hồ Chí Minh,Tân Bình,Phường 4,945.0,120.0,126984.12698412698
Hồ Chí Minh,Gò Vấp,Phường 9,320.0,100.0,312500.0
Hồ Chí Minh,Phú Nhuận,Phường 10,1100.0,240.0,218181.81818181812
Khánh Hòa,Nha Trang,Phước Hòa,50.0,22.0,440000.0
Hồ Chí Minh,Quận 1,Đa Kao,160.0,130.0,812500.0
Hà Nội,Hai Bà Trưng,Nguyễn Du,200.0,12.0,60000.0
Hà Nội,Bắc Từ Liêm,Phúc Diễn,130.0,50.0,384615.3846153846
Khánh Hòa,Nha Trang,Phước Hòa,75.0,25.0,333333.3333333333
Hà Nội,Hai Bà Trưng,Trương Định,40.0,75.0,1875000.0
Hồ Chí Minh,Quận 3,Võ Thị Sáu,750.0,249.0,332000.0
Hà Nội,Đống Đa,Láng Thượng,1000.0,800.0,800000.0
Khánh Hòa,Nha Trang,Phước Hải,80.0,13.0,162500.0
Đà Nẵng,Hải Châu,Thanh Bình,125.0,22.0,176000.0
Hà Nội,Hoàn Kiếm,Hàng Bài,160.0,120.0,750000.0
Đà Nẵng,Hải Châu,Hòa Cường Bắc,90.0,13.0,144444.44444444444
Đà Nẵng,Thanh Khê,Thạc Gián,130.0,35.0,269230.76923076925
Hồ Chí Minh,Quận 1,Bến Nghé,90.0,120.0,1333333.3333333333
Hồ Chí Minh,Quận 1,Bến Thành,162.0,150.0,925925.925925926
Hà Nội,Cầu Giấy,Trung Hòa,330.0,80.0,242424.24242424243
Hồ Chí Minh,Quận 1,Phạm Ngũ Lão,270.0,250.0,925925.925925926
Hà Nội,Đống Đa,Hàng Bột,113.0,180.0,1592920.353982301
Hà Nội,Hai Bà Trưng,Nguyễn Du,80.0,60.0,750000.0
Hồ Chí Minh,Quận 10,Phường 15,60.0,35.0,583333.3333333334
Hà Nội,Ba Đình,Giảng Võ,55.0,40.0,727272.7272727273
Hà Nội,Hoàn Kiếm,Hàng Bài,130.0,180.0,1384615.3846153845
Hà Nội,Long Biên,Ngọc Lâm,110.0,65.0,590909.0909090909
Bình Dương,Thuận An,Vĩnh Phú,315.0,40.0,126984.12698412698
Hồ Chí Minh,Quận 3,Võ Thị Sáu,550.0,295.0,536363.6363636364
Hồ Chí Minh,Bình Thạnh,Phường 25,88.0,50.00000000000001,568181.8181818182
Hồ Chí Minh,Bình Thạnh,Phường 19,100.0,90.0,900000.0
Hồ Chí Minh,Tân Bình,Phường 7,200.0,260.0,1300000.0
Hồ Chí Minh,Quận 11,Phường 11,64.0,20.0,312500.0
Hà Nội,Hà Đông,Mộ Lao,85.0,45.00000000000001,529411.7647058824
Hà Nội,Hoàn Kiếm,Hàng Bài,110.0,200.0,1818181.818181818
Hồ Chí Minh,Quận 11,Phường 3,53.3,20.0,375234.521575985
Bà Rịa Vũng Tàu,Vũng Tàu,Thắng Tam,80.0,17.0,212500.0
Hồ Chí Minh,Phú Nhuận,Phường 3,108.0,16.0,148148.14814814815
Hà Nội,Hoàn Kiếm,Hàng Bài,50.0,170.0,3400000.0
Hồ Chí Minh,Quận 1,Đa Kao,4000.0,1220.0,305000.0
